,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1099,38,Travel_Frequently,Sales,18,4,Life Sciences,Male,Healthcare Representative,Single,41620,0.0,15,8,1,10.0,1,9,1,8,0
1100,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,Married,23450,3.0,15,8,2,24.0,0,22,5,17,0
1101,40,Travel_Frequently,Sales,9,3,Marketing,Male,Manufacturing Director,Single,22380,6.0,14,8,0,10.0,3,1,0,0,0
1102,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,Research Scientist,Divorced,56600,7.0,12,8,0,9.0,3,1,0,0,1
1103,33,Travel_Frequently,Research & Development,10,2,Medical,Male,Research Scientist,Married,34200,1.0,14,8,0,8.0,3,8,3,0,0
1104,38,Travel_Rarely,Research & Development,24,2,Other,Female,Laboratory Technician,Single,23260,8.0,14,8,0,19.0,3,1,0,0,0
1105,23,Travel_Rarely,Research & Development,12,2,Medical,Male,Research Scientist,Divorced,75250,1.0,14,8,2,3.0,2,3,0,2,1
1106,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,Laboratory Technician,Married,62720,1.0,19,8,1,10.0,3,10,0,5,1
1107,29,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,Sales Representative,Married,192020,1.0,12,8,0,3.0,5,3,0,2,0
1108,49,Travel_Rarely,Research & Development,2,4,Medical,Male,Laboratory Technician,Divorced,42270,4.0,18,8,0,17.0,3,2,2,2,0
1109,22,Travel_Frequently,Research & Development,7,3,Medical,Female,Laboratory Technician,Single,37850,5.0,13,8,2,4.0,2,2,1,2,1
1110,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,Research Scientist,Married,198590,3.0,19,8,0,6.0,3,3,2,2,1
1111,48,Travel_Rarely,Sales,1,1,Marketing,Male,Manufacturing Director,Single,74060,6.0,14,8,2,25.0,2,1,0,0,0
1112,18,Travel_Frequently,Research & Development,3,5,Medical,Male,Research Director,Single,24790,,12,8,1,0.0,2,0,0,0,1
1113,52,Travel_Rarely,Sales,21,5,Technical Degree,Male,Manager,Married,28890,1.0,11,8,1,34.0,2,34,1,16,0
1114,55,Travel_Rarely,Sales,26,3,Marketing,Male,Laboratory Technician,Single,104480,2.0,13,8,0,30.0,3,5,1,2,0
1115,40,Travel_Rarely,Sales,8,1,Other,Male,Laboratory Technician,Single,59850,2.0,13,8,3,9.0,1,5,1,0,1
1116,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Human Resources,Married,37080,1.0,16,8,2,6.0,2,6,4,4,0
1117,27,Travel_Rarely,Research & Development,10,3,Medical,Male,Research Scientist,Married,132450,1.0,23,8,1,9.0,3,9,0,7,0
1118,32,Non-Travel,Sales,18,3,Marketing,Male,Laboratory Technician,Married,23890,6.0,12,8,1,5.0,4,3,0,2,0
1119,54,Travel_Rarely,Research & Development,5,3,Medical,Female,Manufacturing Director,Married,24780,6.0,11,8,0,13.0,0,9,7,0,0
1120,32,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Research Scientist,Divorced,50030,0.0,13,8,0,10.0,5,9,1,6,0
1121,32,Non-Travel,Research & Development,11,2,Other,Female,Research Scientist,Divorced,44870,1.0,11,8,0,1.0,5,1,0,0,0
1122,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Sales Representative,Single,24040,1.0,17,8,0,10.0,3,10,1,5,0
1123,50,Travel_Frequently,Sales,4,2,Life Sciences,Female,Laboratory Technician,Divorced,167990,7.0,14,8,1,12.0,2,6,0,1,1
1124,36,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,Laboratory Technician,Married,61200,0.0,19,8,0,10.0,2,9,3,4,0
1125,24,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,Married,34070,0.0,13,8,1,6.0,4,5,1,2,0
1126,56,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,Sales Executive,Married,53210,9.0,14,8,0,36.0,1,7,7,7,0
1127,28,Travel_Rarely,Sales,7,5,Life Sciences,Female,Sales Representative,Divorced,171230,5.0,15,8,1,6.0,2,4,0,3,1
1128,29,Travel_Rarely,Research & Development,8,3,Medical,Female,Research Scientist,Divorced,52960,4.0,14,8,0,11.0,3,7,1,7,0
1129,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Sales Executive,Single,52070,4.0,17,8,3,16.0,3,5,0,2,0
1130,50,Travel_Rarely,Research & Development,2,2,Medical,Male,Sales Executive,Divorced,43770,5.0,12,8,1,19.0,2,14,1,11,0
1131,36,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,Laboratory Technician,Married,33770,0.0,12,8,2,16.0,2,15,10,11,0
1132,36,Non-Travel,Research & Development,5,4,Life Sciences,Male,Sales Executive,Married,85780,7.0,21,8,0,11.0,4,9,0,8,0
1133,34,Travel_Rarely,Research & Development,26,3,Other,Female,Sales Executive,Married,190380,6.0,13,8,0,13.0,3,11,5,9,0
1134,50,Travel_Rarely,Research & Development,20,2,Medical,Female,Laboratory Technician,Married,154020,4.0,21,8,0,25.0,3,3,1,2,0
1135,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Research Director,Married,67280,7.0,22,8,0,15.0,2,7,7,7,1
1136,46,Non-Travel,Sales,2,4,Marketing,Female,Laboratory Technician,Married,30650,2.0,11,8,0,7.0,3,1,0,0,0
1137,32,Travel_Rarely,Research & Development,1,1,Medical,Male,Laboratory Technician,Single,27410,7.0,11,8,0,7.0,3,2,2,2,1
1138,28,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,Laboratory Technician,Married,68520,1.0,18,8,1,1.0,2,1,0,0,0
1139,46,Travel_Rarely,Sales,3,4,Marketing,Female,Sales Representative,Divorced,42720,7.0,13,8,0,24.0,3,2,2,2,0
1140,42,Travel_Frequently,Sales,10,3,Marketing,Female,Healthcare Representative,Divorced,28370,2.0,13,8,1,19.0,0,5,0,2,0
1141,54,Travel_Rarely,Sales,1,3,Medical,Female,Manager,Single,22970,6.0,18,8,2,29.0,2,20,12,7,0
1142,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,Manager,Married,51600,1.0,17,8,1,1.0,3,1,0,0,0
1143,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,Manager,Single,33880,3.0,11,8,0,4.0,2,1,0,0,0
1144,36,Travel_Rarely,Research & Development,1,3,Medical,Male,Manufacturing Director,Divorced,33760,5.0,20,8,0,16.0,3,2,2,2,1
1145,40,Travel_Rarely,Sales,5,5,Life Sciences,Male,Manufacturing Director,Single,52310,1.0,12,8,2,21.0,4,21,7,7,0
1146,32,Non-Travel,Research & Development,21,3,Life Sciences,Male,Sales Executive,Divorced,44500,0.0,13,8,0,4.0,3,3,0,2,0
1147,33,Travel_Rarely,Sales,3,3,Medical,Male,Manufacturing Director,Single,43730,4.0,14,8,0,7.0,3,1,0,0,0
1148,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,Sales Executive,Single,62010,2.0,15,8,3,14.0,2,0,0,0,0
1149,49,Travel_Rarely,Research & Development,21,3,Medical,Male,Manufacturing Director,Single,23800,4.0,13,8,0,23.0,3,8,0,0,0
1150,40,Travel_Rarely,Sales,6,3,Life Sciences,Male,Manufacturing Director,Single,104820,1.0,11,8,1,21.0,6,21,12,8,0
1151,46,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Research Director,Married,40710,3.0,13,8,0,28.0,5,7,7,7,0
1152,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,Manufacturing Director,Divorced,99500,1.0,20,8,0,3.0,3,3,1,2,0
1153,35,Travel_Rarely,Research & Development,8,4,Medical,Female,Research Scientist,Married,38380,1.0,16,8,1,1.0,2,1,0,1,0
1154,42,Non-Travel,Research & Development,5,4,Medical,Male,Sales Executive,Married,170460,7.0,11,8,0,10.0,3,4,0,3,0
1155,35,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,Married,106090,1.0,22,8,0,10.0,3,10,0,7,0
1156,40,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,Married,50710,8.0,17,8,1,8.0,3,1,0,0,0
1157,23,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,Manufacturing Director,Divorced,53990,1.0,23,8,0,4.0,2,4,0,2,0
1158,34,Travel_Rarely,Research & Development,7,1,Medical,Male,Research Scientist,Single,62880,0.0,15,8,1,16.0,2,15,10,10,1
1159,32,Travel_Frequently,Sales,2,3,Marketing,Male,Laboratory Technician,Divorced,77560,0.0,21,8,0,9.0,3,8,0,7,0
1160,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,Married,106850,4.0,11,8,3,4.0,2,1,0,0,0
1161,38,Travel_Rarely,Research & Development,7,4,Medical,Male,Sales Executive,Single,66530,7.0,20,8,1,10.0,2,1,0,0,0
1162,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,Sales Executive,Divorced,108510,1.0,16,8,1,1.0,2,1,0,0,0
1163,36,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,Single,10510,2.0,14,8,0,15.0,2,4,1,3,0
1164,37,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Sales Executive,Single,56470,6.0,19,8,0,7.0,2,0,0,0,1
1165,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Sales Executive,Single,43120,0.0,12,8,1,10.0,2,9,1,8,0
1166,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,Human Resources,Divorced,22070,6.0,14,8,0,6.0,4,4,1,2,1
1167,31,Travel_Rarely,Research & Development,6,3,Medical,Female,Manager,Single,81030,1.0,15,8,1,11.0,5,11,4,10,0
1168,52,Non-Travel,Research & Development,2,4,Other,Male,Manager,Divorced,46140,2.0,16,8,1,16.0,3,9,0,0,0
1169,27,Travel_Frequently,Sales,24,3,Life Sciences,Male,Healthcare Representative,Single,31720,1.0,20,8,1,9.0,1,9,1,7,0
1170,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,Sales Executive,Divorced,108510,1.0,16,8,1,1.0,2,1,0,0,0
1171,50,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,Sales Executive,Married,118780,2.0,13,8,1,29.0,2,8,7,7,0
1172,49,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Sales Executive,Married,47240,1.0,11,8,1,16.0,3,15,5,11,0
1173,48,Travel_Rarely,Research & Development,8,1,Medical,Male,Laboratory Technician,Married,53760,7.0,13,8,1,21.0,3,3,0,2,0
1174,28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,Married,111590,1.0,12,8,0,5.0,2,5,0,4,0
1175,51,Travel_Rarely,Research & Development,1,3,Other,Female,Research Director,Married,80080,2.0,15,8,1,10.0,4,1,0,0,0
1176,28,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Research Director,Single,100960,,13,8,0,6.0,2,4,0,3,1
1177,31,Travel_Rarely,Research & Development,3,2,Medical,Female,Sales Executive,Single,42850,1.0,21,8,1,1.0,2,1,1,0,0
1178,35,Travel_Frequently,Research & Development,17,4,Medical,Male,Research Director,Single,54720,3.0,11,8,1,13.0,3,11,6,7,1
1179,30,Travel_Rarely,Research & Development,4,3,Medical,Female,Research Director,Married,21210,1.0,13,8,1,6.0,2,6,1,1,0
1180,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,Laboratory Technician,Single,44030,2.0,20,8,0,10.0,3,5,0,0,0
1181,34,Travel_Rarely,Research & Development,18,1,Medical,Male,Healthcare Representative,Single,27030,1.0,21,8,1,9.0,2,8,7,7,0
1182,53,Travel_Rarely,Sales,1,2,Life Sciences,Male,Manager,Divorced,39890,1.0,13,8,0,5.0,2,4,1,3,0
1183,42,Travel_Frequently,Research & Development,2,4,Medical,Female,Research Scientist,Married,29770,4.0,15,8,3,8.0,3,2,2,0,0
1184,47,Travel_Rarely,Research & Development,3,2,Medical,Male,Laboratory Technician,Married,43640,3.0,11,8,1,26.0,3,20,5,6,0
1185,51,Travel_Frequently,Research & Development,20,3,Medical,Male,Sales Executive,Married,148140,2.0,11,8,1,14.0,2,4,3,2,0
1186,39,Travel_Rarely,Sales,2,3,Life Sciences,Male,Human Resources,Married,21150,1.0,18,8,0,21.0,3,21,11,8,0
1187,38,Travel_Rarely,Sales,1,1,Medical,Male,Laboratory Technician,Single,176030,4.0,16,8,0,12.0,0,8,0,7,0
1188,37,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Research Scientist,Married,21440,6.0,19,8,0,17.0,3,5,0,3,0
1189,27,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Scientist,Single,20580,1.0,14,8,1,1.0,5,1,0,0,0
1190,48,Travel_Rarely,Human Resources,2,4,Medical,Male,Sales Executive,Single,45540,2.0,11,8,2,19.0,3,2,2,2,0
1191,30,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Manufacturing Director,Divorced,92500,1.0,12,8,3,11.0,0,11,2,7,0
1192,32,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,Married,191890,0.0,12,8,1,4.0,3,3,1,2,0
1193,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Scientist,Married,190940,1.0,16,8,0,7.0,3,7,0,6,0
1194,23,Travel_Rarely,Research & Development,12,2,Medical,Male,Research Scientist,Divorced,75250,1.0,14,8,2,3.0,2,3,0,2,1
1195,21,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Laboratory Technician,Single,170990,1.0,14,8,1,3.0,2,2,2,2,0
1196,39,Travel_Frequently,Research & Development,2,1,Medical,Male,Healthcare Representative,Divorced,51550,2.0,18,8,1,7.0,3,2,2,2,0
1197,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,Human Resources,Single,40690,1.0,13,8,0,6.0,5,6,0,4,0
1198,35,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,Married,106090,1.0,22,8,0,10.0,3,10,0,7,0
1199,54,Travel_Rarely,Sales,1,3,Medical,Female,Manager,Single,22970,6.0,18,8,2,29.0,2,20,12,7,0
1200,25,Travel_Rarely,Sales,29,1,Medical,Female,Research Scientist,Married,30690,2.0,14,8,1,6.0,3,2,2,2,0
1201,35,Travel_Rarely,Research & Development,2,3,Medical,Female,Research Scientist,Divorced,25320,1.0,13,8,0,1.0,2,1,0,0,1
1202,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,Sales Executive,Single,45580,1.0,13,8,1,6.0,2,6,0,2,1
1203,43,Travel_Rarely,Sales,10,2,Life Sciences,Female,Sales Executive,Divorced,46170,1.0,11,8,0,25.0,2,25,3,9,0
1204,37,Non-Travel,Research & Development,7,2,Medical,Male,Sales Executive,Divorced,20280,1.0,16,8,1,9.0,3,9,7,7,0
1205,19,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,Sales Executive,Single,159720,1.0,21,8,0,1.0,2,1,1,0,1
1206,21,Travel_Frequently,Research & Development,20,2,Medical,Female,Research Scientist,Single,53370,1.0,14,8,1,2.0,2,2,2,2,1
1207,40,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,Laboratory Technician,Married,52950,7.0,18,8,0,15.0,4,12,2,11,0
1208,43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,Laboratory Technician,Married,168350,3.0,17,8,1,25.0,3,8,0,7,0
1209,43,Travel_Rarely,Sales,1,3,Marketing,Female,Manufacturing Director,Married,29320,5.0,24,8,0,22.0,3,17,1,9,0
1210,28,Travel_Rarely,Human Resources,1,3,Medical,Female,Laboratory Technician,Married,24130,1.0,16,8,1,1.0,2,1,0,0,1
1211,26,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,Divorced,68540,2.0,11,8,0,5.0,5,3,0,2,1
1212,37,Travel_Rarely,Sales,6,1,Technical Degree,Male,Laboratory Technician,Single,46390,2.0,12,8,2,12.0,3,5,1,3,0
1213,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,Manufacturing Director,Divorced,61720,0.0,11,8,0,6.0,1,5,4,3,0
1214,31,Travel_Rarely,Research & Development,27,3,Medical,Female,Research Director,Single,21320,1.0,18,8,0,11.0,3,11,1,8,0
1215,34,Non-Travel,Research & Development,7,4,Medical,Female,Research Scientist,Divorced,196260,1.0,21,8,0,15.0,5,15,0,7,0
1216,32,Travel_Rarely,Sales,9,4,Life Sciences,Female,Research Scientist,Single,57690,1.0,11,8,0,4.0,3,4,1,2,0
1217,30,Travel_Rarely,Sales,13,3,Marketing,Female,Laboratory Technician,Single,57700,1.0,16,8,1,5.0,2,5,0,4,0
1218,25,Travel_Rarely,Research & Development,6,2,Medical,Female,Research Scientist,Married,20450,3.0,19,8,0,7.0,3,3,1,2,0
1219,28,Travel_Rarely,Research & Development,19,4,Medical,Female,Sales Executive,Single,32040,6.0,16,8,1,5.0,4,2,2,1,1
1220,29,Travel_Rarely,Sales,17,4,Medical,Male,Laboratory Technician,Divorced,65820,1.0,19,8,1,6.0,3,6,1,0,0
1221,37,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,Sales Executive,Divorced,27030,2.0,14,8,0,19.0,2,10,4,7,0
1222,39,Travel_Rarely,Research & Development,2,1,Medical,Female,Research Scientist,Married,47790,4.0,14,8,2,9.0,3,7,1,7,0
1223,38,Travel_Rarely,Human Resources,2,4,Medical,Male,Human Resources,Single,20140,3.0,17,8,1,8.0,5,0,0,0,0
1224,45,Non-Travel,Research & Development,1,3,Medical,Female,Human Resources,Married,125040,1.0,12,8,1,15.0,2,15,4,12,0
1225,33,Travel_Frequently,Research & Development,9,2,Medical,Female,Sales Executive,Married,20970,1.0,14,8,2,10.0,5,10,0,1,0
1226,26,Travel_Rarely,Sales,8,2,Marketing,Male,Sales Executive,Divorced,80950,1.0,15,8,0,1.0,3,1,0,0,1
1227,34,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,Research Director,Divorced,33390,1.0,16,8,0,9.0,2,8,1,1,0
1228,38,Travel_Frequently,Research & Development,1,4,Other,Male,Research Scientist,Married,36690,2.0,19,8,0,10.0,2,8,7,7,0
1229,42,Non-Travel,Research & Development,1,1,Technical Degree,Male,Sales Executive,Divorced,78790,2.0,11,8,1,11.0,2,5,0,2,0
1230,43,Travel_Frequently,Sales,14,3,Life Sciences,Female,Manufacturing Director,Married,37480,7.0,14,8,2,8.0,3,3,1,2,0
1231,33,Non-Travel,Sales,9,2,Technical Degree,Male,Sales Representative,Single,12000,0.0,11,8,1,3.0,3,2,2,2,0
1232,43,Travel_Frequently,Research & Development,7,4,Medical,Male,Research Scientist,Single,24390,0.0,15,8,0,9.0,2,8,1,7,0
1233,19,Travel_Rarely,Research & Development,1,3,Other,Female,Manufacturing Director,Single,152020,1.0,18,8,3,1.0,2,1,0,0,0
1234,51,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Manager,Married,40330,2.0,14,8,0,15.0,2,2,2,2,0
1235,54,Travel_Rarely,Research & Development,2,4,Medical,Male,Human Resources,Single,89380,7.0,11,8,3,19.0,2,1,0,0,0
1236,23,Travel_Rarely,Sales,2,3,Medical,Male,Laboratory Technician,Married,18780,1.0,13,8,1,1.0,2,1,0,1,0
1237,34,Travel_Rarely,Sales,4,3,Medical,Female,Sales Executive,Married,12610,2.0,14,8,1,6.0,6,4,1,2,0
1238,41,Non-Travel,Sales,6,3,Life Sciences,Female,Research Director,Single,27730,1.0,11,8,0,19.0,3,19,11,9,0
1239,41,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,Sales Executive,Divorced,26570,4.0,11,8,0,10.0,3,7,1,0,1
1240,44,Travel_Rarely,Research & Development,22,3,Medical,Female,Laboratory Technician,Married,104530,2.0,11,8,1,10.0,2,3,0,2,0
1241,52,Travel_Rarely,Sales,2,1,Medical,Male,Laboratory Technician,Divorced,99800,3.0,11,8,1,18.0,2,10,6,9,0
1242,38,Travel_Rarely,Research & Development,6,2,Medical,Male,Research Scientist,Divorced,47360,0.0,11,8,1,9.0,3,8,2,7,0
1243,30,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,Research Director,Married,41970,1.0,13,8,0,11.0,3,10,1,9,0
1244,33,Travel_Frequently,Research & Development,2,3,Medical,Female,Sales Executive,Married,87930,6.0,17,8,0,8.0,2,5,1,2,0
1245,32,Non-Travel,Research & Development,3,1,Life Sciences,Male,Manager,Divorced,62090,5.0,17,8,1,9.0,5,5,1,2,0
1246,40,Travel_Rarely,Research & Development,8,3,Other,Male,Sales Executive,Married,50870,3.0,14,8,1,10.0,3,7,1,7,0
1247,52,Non-Travel,Research & Development,2,3,Technical Degree,Male,Sales Executive,Single,45070,1.0,14,8,0,33.0,3,33,15,12,0
1248,29,Travel_Frequently,Research & Development,28,3,Medical,Female,Research Scientist,Single,44340,5.0,17,8,3,7.0,1,5,0,0,1
1249,27,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,Married,48510,8.0,18,8,0,5.0,2,1,0,0,0
1250,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,Married,98240,0.0,19,8,0,4.0,2,3,2,2,0
1251,33,Travel_Rarely,Sales,23,4,Marketing,Female,Sales Executive,Divorced,39830,4.0,12,8,0,9.0,3,3,1,2,0
1252,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,Sales Executive,Divorced,21530,9.0,11,8,0,3.0,3,1,0,0,1
1253,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,Sales Executive,Divorced,128080,1.0,13,8,0,10.0,6,10,0,4,0
1254,32,Travel_Rarely,Research & Development,26,3,Medical,Female,Research Director,Single,88230,6.0,13,8,2,10.0,3,0,0,0,1
1255,29,Travel_Frequently,Research & Development,28,3,Medical,Female,Research Scientist,Single,44340,5.0,17,8,3,7.0,1,5,0,0,1
1256,31,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,Research Scientist,Single,41890,0.0,23,8,1,6.0,3,5,1,4,1
1257,29,Travel_Rarely,Research & Development,1,3,Medical,Female,Manager,Married,23140,3.0,13,8,0,9.0,5,7,0,7,0
1258,38,Travel_Rarely,Sales,2,4,Life Sciences,Female,Research Scientist,Divorced,107250,3.0,18,8,0,11.0,5,7,1,7,0
1259,53,Travel_Rarely,Sales,6,3,Marketing,Male,Sales Executive,Married,23250,7.0,18,8,1,35.0,1,5,0,4,0
1260,34,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Married,53430,1.0,14,8,0,10.0,5,10,4,8,0
1261,35,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Sales Representative,Married,48830,1.0,18,8,1,10.0,1,10,0,9,0
1262,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,Research Scientist,Single,109340,6.0,17,8,2,11.0,2,9,0,7,1
1263,35,Non-Travel,Research & Development,2,1,Medical,Male,Research Scientist,Married,187400,1.0,19,8,1,1.0,2,1,0,0,0
1264,29,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Research Scientist,Married,192370,9.0,11,8,1,9.0,2,5,1,2,0
1265,30,Travel_Frequently,Sales,9,3,Life Sciences,Male,Research Director,Single,95820,0.0,12,8,1,10.0,2,9,0,7,0
1266,39,Travel_Rarely,Research & Development,1,3,Other,Female,Laboratory Technician,Married,105120,1.0,12,8,1,10.0,2,10,7,9,0
1267,37,Non-Travel,Research & Development,1,5,Medical,Female,Research Scientist,Single,62610,1.0,12,8,0,10.0,1,10,0,9,0
1268,24,Non-Travel,Sales,1,5,Marketing,Female,Manufacturing Director,Divorced,81890,1.0,14,8,1,1.0,3,1,0,0,0
1269,29,Travel_Frequently,Sales,3,2,Marketing,Female,Laboratory Technician,Single,68110,0.0,15,8,1,9.0,2,8,7,7,1
1270,36,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,Laboratory Technician,Single,20180,1.0,13,8,0,6.0,5,6,0,3,0
1271,28,Travel_Rarely,Sales,1,2,Technical Degree,Female,Sales Executive,Married,22310,1.0,12,8,0,8.0,3,8,7,5,0
1272,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Research Scientist,Married,45530,4.0,18,8,1,10.0,2,8,7,7,0
1273,20,Travel_Rarely,Research & Development,6,3,Medical,Male,Research Director,Single,83920,1.0,17,8,0,2.0,5,2,1,2,0
1274,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,Research Scientist,Divorced,54410,9.0,22,8,1,28.0,6,22,11,13,0
1275,39,Travel_Rarely,Research & Development,1,1,Medical,Female,Laboratory Technician,Married,42840,4.0,17,8,1,12.0,0,1,0,0,1
1276,38,Non-Travel,Sales,6,4,Marketing,Male,Sales Executive,Divorced,73360,5.0,11,8,0,13.0,3,11,3,8,0
1277,44,Travel_Rarely,Sales,26,1,Marketing,Male,Sales Representative,Married,107610,3.0,11,8,1,24.0,5,20,14,17,0
1278,40,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,Laboratory Technician,Married,52950,7.0,18,8,0,15.0,4,12,2,11,0
1279,22,Travel_Frequently,Research & Development,22,4,Medical,Male,Sales Representative,Married,26540,0.0,24,8,0,1.0,5,0,0,0,1
1280,28,Travel_Rarely,Human Resources,1,3,Human Resources,Female,Laboratory Technician,Divorced,67810,0.0,15,8,1,10.0,2,9,1,7,0
1281,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,Married,23450,3.0,15,8,2,24.0,0,22,5,17,0
1282,39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,Healthcare Representative,Married,104750,3.0,11,8,1,8.0,3,5,1,4,0
1283,21,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Laboratory Technician,Single,170990,1.0,14,8,1,3.0,2,2,2,2,0
1284,35,Travel_Frequently,Human Resources,9,3,Other,Female,Sales Representative,Married,40840,4.0,13,8,1,5.0,3,3,1,2,0
1285,29,Travel_Frequently,Research & Development,6,2,Medical,Male,Human Resources,Married,41150,1.0,11,8,0,11.0,1,11,3,10,0
1286,29,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,Sales Executive,Single,23770,8.0,21,8,1,10.0,2,3,0,2,0
1287,32,Non-Travel,Sales,2,4,Marketing,Male,Research Scientist,Married,21090,0.0,13,8,1,4.0,3,3,2,2,0
1288,42,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,Research Scientist,Married,99980,5.0,24,8,2,24.0,3,22,4,14,0
1289,39,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,Research Scientist,Married,196580,4.0,13,8,1,17.0,3,15,5,9,0
1290,39,Travel_Rarely,Sales,3,4,Marketing,Female,Laboratory Technician,Single,26100,7.0,12,8,0,9.0,2,4,2,2,0
1291,39,Travel_Frequently,Research & Development,12,1,Medical,Male,Research Scientist,Married,99910,1.0,16,8,1,8.0,3,8,0,7,0
1292,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,Laboratory Technician,Single,43060,2.0,11,8,2,26.0,3,24,1,11,1
1293,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,Research Scientist,Married,65770,1.0,13,8,0,14.0,1,14,3,11,0
1294,40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Sales Executive,Divorced,45770,5.0,11,8,1,15.0,3,12,11,8,0
1295,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Sales Executive,Married,54290,1.0,17,8,1,16.0,3,16,6,8,0
1296,50,Travel_Rarely,Sales,5,3,Medical,Male,Laboratory Technician,Married,54730,1.0,19,8,1,20.0,2,20,3,8,0
1297,50,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Sales Executive,Married,134960,3.0,18,8,1,22.0,3,12,1,5,0
